iso3,river_flood_gmean,coastal_flood_gmean,storm_gmean,drought_gmean,heatwave_gmean,extreme_heat_gmean,fire_gmean,sand_dust_gmean,air_pollution_gmean,malaria_gmean
IND,6.081416155962551,2.707345696571425,6.504205274662078,8.094991514830168,3.6365244718047323,9.627961144767333,3.5831838197251433,3.1140053044167413,9.942675806825996,8.415974428860851
JOR,2.0204140039784195,1.0,1.0,6.401268196155985,4.912067940992501,8.386015205838335,2.4943049759284137,6.1470786593648175,8.910341796002502,1.0
LBN,1.8257635286116927,1.7480842413646742,1.0,4.646834821612603,2.5770601398446797,1.7410421500638118,2.8585632069612483,2.649346215690607,8.598457030163761,1.0
LBY,2.907335219611179,2.216689246305259,1.0,4.067893219632299,4.0923133976399315,6.853461525890747,3.3341583450699517,7.583340628063783,8.409642991410422,1.0
BGD,9.747790061777428,7.995625563506508,9.396127392620352,8.746717731071046,2.500800768075245,8.970409479974885,2.803878375990435,2.5604059813314124,9.729085863514477,3.271091727356764
PSE,1.6340496510082803,1.0,1.0,1.9184503000535786,6.588657663636005,4.377089137704248,2.479645742427987,3.048961719618768,8.707903609927964,1.0
MDA,2.5157932125282647,1.0,1.0,2.9056933315117157,6.1036220318148064,1.0,2.517353152692664,1.154202940183211,8.228150202941695,1.0
SPM,1.0,1.0396002581618446,4.384900921946653,2.6790029378968874,1.0,,,1.0,1.2250190638373204,1.0
MWI,2.448858552571666,1.0,1.0,4.606738799742354,3.282747397660751,3.2742474539163386,3.3761001130789454,1.7926962827028512,8.896925190815915,3.0390063928996027
TUR,2.8767821715911035,2.2086532723017003,1.0,5.713149205370468,5.142073210216864,5.404754726827349,4.2463143064506585,3.4560132276902147,9.350814572859697,1.0
UKR,3.6877063170134776,2.1820984980975697,1.0,4.024800820772135,5.24763643524845,1.0,3.2606581302278985,2.0544960635092533,8.903456537108253,1.0
YEM,2.8066095082816203,2.321681973299443,3.300093536489288,4.5247953935035845,4.422400994510669,5.513631302246806,2.4437002684039872,9.884237589118863,9.234823963070404,5.831916267875381
ARM,2.4661512991608987,1.0,1.0,5.104243718685751,4.522101204606108,1.9024068124585467,1.869798609189427,2.0739095146411137,8.12586637956061,1.0
IRN,4.461361120116248,2.6053400177233255,2.567345978693444,6.341680880831612,6.111701643336449,7.502289605670664,3.492382789303446,7.979476887147577,9.4448862340761,1.8303771888720581
NGA,3.9667129812668054,2.361333323665255,1.0,9.029111659035854,4.207965478753566,9.526404829245106,3.965897284267519,2.7431513763952196,9.970725889066136,3.1617936869665297
BEN,2.987834236592788,1.7095520657415768,1.0,7.186160781451385,4.296042801447812,7.198628974313561,4.749498609251797,2.1007674674386836,8.901551374278752,3.0143782428879433
CMR,3.7220038614376736,2.0069125422001104,1.0,8.121047357055604,3.8447553783193817,6.1499102545012665,3.8909403899760884,2.4517586466230856,9.338145857042004,3.050708046511616
BLR,2.997695218734529,1.0,1.0,3.510363380088771,5.650101149672664,1.0,2.480471140688219,1.4349339375620374,8.582209493202887,1.0
BOL,2.9861307330135975,1.0,1.0,5.786175139509814,5.556902967122225,5.753480427735781,4.71660295666271,4.740465198038759,8.920697707252856,5.685127657214574
KHM,7.320645646728152,1.9945404076230948,9.040084944377483,5.529947206786803,4.3115151544137635,8.810855792306832,4.362848485344811,2.4226497421092668,8.879064682478367,8.082030785556157
ITA,3.5277031498214977,2.4037814305138774,1.0,4.471646100358637,5.545383386786889,2.611295560352865,3.522415826129753,2.0149489461314336,8.80091397819276,1.0
TUV,1.0,,5.241754601658757,2.5497501489291037,1.7312877460981908,1.0,,1.0,1.0,1.0
MUS,1.0,,7.78260051554818,3.067060911428133,1.987414479765579,1.0,2.1024415562918803,1.0,6.391858496719665,1.0
GLP,1.0,1.5589426873210208,7.291248254769456,1.0,1.9454688021303284,1.0,1.7112048602959484,1.0,6.569677365201928,1.0
DOM,2.4559709703347647,2.190528916982412,8.852926713598974,3.759730516615537,2.070211864437833,2.951234515382959,2.4955283916165127,1.4713115142189204,8.600016187101254,1.0
PRI,1.0,1.8996232560004402,8.076871244089311,3.251253268741823,2.0102186155806394,1.0,2.3155923466856234,1.0,7.987155186854188,1.0
MHL,1.0,,6.491321246303095,3.333969161408591,1.785838066324271,1.0,,1.0,1.0,1.0
BMU,1.0,1.0,6.352050338091274,3.4210056313606865,1.8579978526205643,1.0,,1.4022656045979405,2.7609543463380746,1.0
BES,1.0,1.8363845931537188,6.045752981298429,1.247219639496701,1.8274393499026886,1.0,1.0,1.7433790552359225,5.406455407033952,1.0
BRB,1.0,1.0,7.182050445521744,1.0,1.9360799528549468,1.0,1.0,1.0,6.437356911457205,1.0
KNA,1.0,1.0,6.340954836285603,1.5940547009656914,1.8569085197847388,1.0,1.0,1.0,4.4786563690780925,1.0
GRD,1.0,1.0,6.829293809003373,1.0,1.8689924161718705,1.0,1.0,1.0,5.284873415444268,1.0
VCT,1.0,1.0,6.790426483426192,1.0,1.9000437578116511,1.0,1.0,1.0,4.941159266244984,1.0
BHS,1.0,3.455210295026101,7.359779459453183,3.6098319662037146,1.95951484769246,1.0,1.867270256540866,1.543048844539391,5.536664935816481,1.0
KIR,1.0,,1.0,1.6810674639471137,1.9092180826680978,1.0,1.0,2.837655102962004,1.1561377723608572,1.0
COK,1.0,1.0,5.778245512847641,1.1395829034524687,1.7876912655306763,1.0,1.0,1.0,1.0,1.0
CUW,1.0,1.0,6.919335431702424,1.527671194758667,1.8806976489431482,1.0,2.2019940924068986,1.0,6.775380151497296,1.0
BLM,1.0,1.0,5.593366699631125,1.0,1.7803218243548344,1.0,,1.0,3.513567453190883,1.0
NIU,1.0,,4.20870336879105,1.128165162315418,1.6175863010391378,1.0,1.0,1.0,1.0,1.0
MAF,1.0,3.3501206436988507,6.102184272015255,1.042406619643778,1.8327132639113815,1.0,1.0,1.0,4.806610685872736,1.0
FSM,1.0,,6.8405166404134485,3.5958511748652855,1.90131969634048,1.0,1.0,1.0,1.0,1.0
BHR,1.0,2.2709796753888196,1.0,3.806479802461551,2.0032917898305556,7.95266264967075,1.0,3.6340113195702624,4.818170777896114,1.0
MTQ,1.0,1.0899521795367286,7.208288922749862,1.2594896102102024,2.1923881542875914,1.0,1.1859588365073592,1.0,6.858766408231993,1.0
ABW,1.0,1.0,6.723188653192597,1.0,1.8485175011605055,1.0,1.0,3.711294016764884,6.384197089584276,1.0
VGB,1.0,1.0,6.153704557138846,1.82703562063301,1.8383266876840931,1.0,,1.0,4.426593887576984,1.0
TKL,1.0,1.0,4.703038926653132,1.6671315451663353,1.6793992319050903,1.0,,1.0,2.5034688772615623,1.0
TTO,1.0,1.2795580649897709,7.9143978372841595,1.8454948204889765,2.0000602528135687,1.0,1.8468036814919346,1.0,7.794369103753188,1.0
AIA,1.0,1.2727800366609618,5.6769075455444336,1.0,1.789212913894019,1.0,1.0,1.0,3.9328749009357056,1.0
CYM,1.0,4.110341880351017,6.506277596630581,1.0,1.8730078738250022,1.0,1.0,1.0,5.448390789373731,1.0
MSR,1.0,1.0,4.906273891648221,1.1853086265493025,2.5777405174647248,1.0,1.0,1.0,3.269308690258804,1.0
MDV,1.0,,1.3670460125182775,1.0,1.9600085388775705,1.0,,3.808169161481049,1.8123456235001534,1.0
DMA,1.0,1.0,6.504199407756902,1.3787738899897144,1.8381205866590609,1.0,1.0,1.0,5.710588496063752,1.0
WSM,1.0,,7.399553725742772,3.7906542038760556,1.9503353920017428,1.0,2.7386002323277183,1.0,2.0118146730277604,1.0
PLW,1.0,,5.77661841194966,3.2194303026269573,1.7997092514838948,1.0,1.0,1.0,1.0,1.0
ATG,1.0,1.3655298981080894,6.68162741763959,1.7713915429887088,1.8897839383490709,1.0,1.0,1.0,6.462288660634012,1.0
CUB,1.9819005709565625,2.1701438210789457,8.633920380999824,2.397849804525836,2.059066990290239,4.19778875236905,3.9455714563418276,1.8090126000158206,8.569802129822591,1.0
VIR,1.0,1.0,6.59077441736573,1.8285384849897033,1.8811295374413208,1.0,1.0,1.0,6.190248486727878,1.0
TON,1.0,,7.0341077625922495,1.361084068658984,1.9121183750633843,1.0,1.0,1.0,2.0306954675652635,1.0
CPV,1.0,,7.622657774127972,1.138873931219239,2.3267731114634764,1.0,1.4466428477858226,7.460673957545738,5.080925196000574,2.125767536776038
COM,1.0,1.432842993535267,7.977842983319126,2.161648480817965,2.734080368826001,1.0,1.0,1.0,5.387684644885386,2.822237290868037
SGP,1.0,1.0,1.0,5.61912298018335,2.0325846802553036,1.0,1.0,1.0,6.768259667434356,1.0
JAM,1.9246432944168694,2.0048874087254838,8.19973897080084,2.772635553553481,2.0239074228467553,1.0,2.9829857897529664,1.0,8.087221051056266,1.0
SXM,1.0,1.309830664187807,6.216243237206435,1.669069660241314,1.8445748249470066,1.0,1.0,1.0,4.539491562821438,1.0
VUT,1.0,,7.5773164418589,3.1060062023778583,2.268585735780019,1.0,1.581401716737831,1.0,4.965007401673525,7.292100751384542
SLB,1.0,,7.788761458773209,6.082241717630107,2.3778805506049725,1.0,1.0,1.0,6.177042792844818,7.6635714526557335
FJI,,5.821763439432537,7.8772386677461474,1.7651780766254312,1.9959267210522298,1.0,1.5281348537673118,1.0,6.325083191475636,1.0
LCA,1.0,1.0,6.983565710372414,1.5183169229860856,1.9179865557559506,1.0,1.0,1.0,6.064333588823389,1.0
STP,1.0,1.0,1.0,2.3911613764607877,1.9592498484442844,1.0,1.0,1.0,3.231767549887599,2.7174959475318077
HTI,2.2076755216241706,2.086781286324002,8.922403236986142,3.326788062137275,2.081361282482333,2.644630630717011,2.2293753419162603,2.161541015883905,8.837337412706727,2.1700980251351205
NRU,1.0,,1.0,3.240658497439339,1.794994811851488,1.0,,1.0,,1.0
TCA,1.0,1.1183849465272409,6.271486433581402,1.0,1.8500587424987978,1.0,1.0,1.6364752246487515,4.915993603320959,1.0
SYC,1.0,,1.0,3.2528702393100515,1.9080697639251063,1.0,1.0,1.0,1.8671299870278781,1.0
